peak;degree
130;256
146;241
150;240
133;240
166;240
142;241
142;242
147;237
146;237
148;236
146;237
137;235
136;236
130;256
158;256
136;255
137;257
144;255
137;255
144;261
150;259
146;269
154;281
139;284
139;286
142;258
145;271
150;279
140;280
144;279
161;287
145;257
146;275
145;275
146;278
142;283
145;284
154;253
137;255
145;260
150;262
181;280
169;282
138;259
162;255
136;255
137;256
144;256
141;255
133;252
190;255
145;257
138;258
145;259
142;263
142;280
134;281
142;281
149;281
154;284
140;286
146;279
134;281
141;282
141;282
154;283
157;284
148;253
135;254
140;259
132;262
137;268
134;282
145;252
142;254
158;259
145;256
141;258
130;260
137;252
142;253
134;256
137;257
137;258
145;259
152;251
154;253
135;257
142;260
146;260
134;259
141;255
143;254
150;256
148;256
141;258
154;258
143;252
150;253
150;254
195;258
145;257
144;260
182;255
146;253
134;254
142;256
130;257
134;257
136;255
138;257
157;256
150;257
149;257
143;260
133;256
138;253
188;254
146;255
130;256
152;258
138;253
142;256
147;255
145;256
142;256
134;258
140;257
138;256
142;257
134;257
141;258
138;257
140;254
144;254
138;254
153;256
143;256
142;258
150;254
134;256
156;255
149;256
137;258
141;257
144;254
162;257
145;255
150;257
156;257
146;259
154;281
142;280
137;282
135;281
136;284
137;284
134;276
134;281
137;281
149;283
174;283
143;283
138;275
150;279
166;281
138;281
157;281
134;285
138;280
142;280
135;283
140;282
140;283
154;286
138;279
134;278
134;281
146;282
148;283
152;285
146;282
134;280
132;282
142;282
140;283
172;286
137;279
134;281
150;282
148;284
142;284
149;285
142;281
142;281
142;282
143;283
142;284
136;284
142;279
142;281
147;281
140;282
138;283
134;283
134;282
145;282
133;282
150;284
142;285
150;286
135;279
160;280
130;278
145;282
145;283
148;282
148;279
149;280
150;282
130;280
138;283
145;283
161;282
137;281
141;283
152;283
144;285
144;286
140;251
146;254
148;261
138;269
137;276
138;284
157;266
137;276
150;279
150;278
134;282
146;285
137;256
134;254
142;254
142;253
154;252
146;253
134;253
142;253
149;255
170;254
137;254
182;254
156;256
150;255
145;254
149;256
149;255
138;255
150;255
145;254
149;255
135;254
147;256
152;257
134;255
141;257
144;257
134;257
141;257
142;257
130;256
142;259
129;256
132;258
142;258
127;256
145;258
132;257
145;258
126;257
128;257
134;257
138;259
134;257
137;258
145;258
144;260
130;259
139;260
137;261
136;260
146;259
127;258
138;259
133;259
138;260
134;260
142;260
144;261
143;261
134;261
150;259
134;261
140;261
133;260
128;260
140;264
149;261
134;261
144;264
132;263
129;263
133;261
130;261
145;261
138;263
126;262
145;262
141;263
133;262
142;264
174;262
145;264
180;263
140;263
134;263
129;263
131;265
130;266
129;264
141;264
146;265
146;266
130;264
134;265
145;266
134;265
134;264
146;266
134;267
130;268
130;266
134;266
129;266
143;268
136;267
134;267
149;269
130;270
152;268
134;267
138;268
140;269
145;268
145;269
134;269
150;269
130;268
137;269
134;270
130;271
143;270
129;271
143;271
127;270
129;270
128;271
132;271
137;271
136;271
142;270
135;271
139;271
142;271
145;271
132;272
133;272
134;272
156;272
142;273
135;271
126;271
142;273
145;273
150;272
137;275
145;274
141;273
129;273
140;273
138;274
126;274
142;274
136;275
138;274
140;274
139;274
144;275
148;275
134;275
140;275
132;276
130;275
130;275
130;275
134;276
133;275
141;276
142;276
149;277
141;279
150;278
134;278
146;277
142;277
142;276
133;278
130;278
137;277
145;281
130;276
136;278
129;277
140;278
142;277
145;279
181;277
145;278
135;278
130;279
132;279
128;281
142;278
137;279
145;279
137;280
150;279
138;280
142;278
125;283
152;282
141;281
140;281
130;279
130;280
136;280
148;280
143;280
133;281
149;282
148;281
142;282
145;281
129;282
140;281
150;282
129;281
133;281
145;282
138;282
140;283
142;282
135;282
150;283
134;282
144;284
122;282
134;283
146;283
134;283
126;282
130;285
148;285
134;282
142;286
126;284
145;284
134;284
142;286
134;284
130;284
137;285
142;285
137;285
153;287
146;287
137;286
143;285
141;288
136;287
130;288
133;286
130;288
129;286
